razon_social,objeto_social,cif,forma_juridica,actividad,actividad_cnae,sector,estado_empresa,fecha_constitucion,fecha_ultimo_cambio,direccion,telefono,web,email,url
Riegos Roana Sl,"Objeto socialConstruccion y reparacion y conservacion de edificios y obras publicas. comprendiendose en estas actividades como fines propios la realizacion de obras nuevas de edificacion urbana, industrial saneamiento y abastecimient",CIFB46625984,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4399 - Otras actividades de construcción especializada n.c.o.p.,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución18-4-1989,,"Calle virgen desamparados, 6, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/RIEGOS-ROANA.html
Martinez Madrid Sl,"Objeto socialServicio de alimentacion y hospedaje, comercio menor de productos alimenticios, bebidas y tabaco realizado en establecimientos permanentes y comercio menor de productos industriales no alimenticios.",CIFB96361399,Forma jurídicaSociedad limitada,Restaurantes y puestos de comida. CNAE. 5610,Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaViva,Fecha de constitución9-3-1995,Fecha último cambio24-8-2025,"Carretera madrid, chiva, 46370, valencia",962523095,,info@hotelignacio.com,https://empresite.eleconomista.es/MARTINEZ-MADRID-VALENCIA.html
Comercial Kench Sociedad Limitada,Objeto socialAlquiler de bienes inmuebles.,CIFB46267431,Forma jurídicaSociedad limitada,ActividadComercio al por mayor de productos químicos industriales,Actividad CNAE4675 - Comercio al por mayor de productos químicos,SectorComercio,Estado de la empresaViva,Fecha de constitución23-5-1985,Fecha último cambio9-11-2025,"Calle puerto de los leones, 271, chiva, 46370, valencia",961523361,,,https://empresite.eleconomista.es/COMERCIAL-KENCH.html
Distroval Sl,"Objeto socialA) la actividad encaminada a la comercializacion al por mayor y menor de todo tipo de productos para farmacia y ortopedicos. b) la parcelacion y el arrendamiento, excluido el financiero, y el aprovechamiento economico de",CIFB46360152,Forma jurídicaSociedad limitada,"ActividadIntermediarios del comercio de productos alimenticios, bebidas y","Actividad CNAE4617 - Intermediarios del comercio de productos alimenticios, bebidas y tabaco",SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución3-12-1986,,"Carretera madrid, km. 311, chiva, 46370, valencia",962524888,,,https://empresite.eleconomista.es/DISTROVAL.html
Suministros Dic & Ibe Sociedad Limitada.,"Objeto socialA) la fabricacion, comercializacion, importacion y exportacion de todo tipo de productos ceramicos b) el almacenaje, elaboracion, fabricacion, comercializacion y manipulacion de todo tipo de materiales y maquinaria para",CIFB97447528,Forma jurídicaSociedad limitada,ActividadConstrucción de edificios residenciales,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución9-6-2004,,"Carretera cv- 50 cheste a godelleta, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/SUMINISTROS-DIC-IBE.html
Terramar Multi Modal Sociedad Limitada,Objeto socialComercio y alquiler de toda clase de maquinaria interindustrial.,CIFB73133779,Forma jurídicaSociedad limitada unipersonal,Actividades relacionadas,Actividad CNAE4669 - Comercio al por mayor de otra maquinaria y equipo,SectorComercio,Estado de la empresaViva,Fecha de constitución23-7-2001,Fecha último cambio24-8-2025,"Calle jazmines, 4 - k, chiva, 46370, valencia",962522392,,matias.terramar@gmail.com,https://empresite.eleconomista.es/TERRAMAR-MULTI-MODAL.html
Lavado Y Vaporizado Madrid Sociedad Limitada.,Objeto socialEngrase y lavado de vehículos.,CIFB46607727,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4520 - Mantenimiento y reparación de vehículos de motor,SectorComercio,Estado de la empresaViva,Fecha de constitución22-2-1989,Fecha último cambio10-8-2025,"Carretera madrid, 311 - km 311, chiva, 46370, valencia",962521791,,,https://empresite.eleconomista.es/LAVADO-ENGRASE-MADRID.html
L3m Construccion Urbanismo Y Servicios Sa,"Objeto socialA) servicios de gestion y asesoramiento en materia de compraventa de inmuebles por naturaleza y de compraventa y calificacion de terreno ante cualquier ente publico, siguiendo todas las fases y tramites necesarios hasta",CIFA97127203,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE3519 - Producción de energía eléctrica de otros tipos,SectorEnergía,Estado de la empresaConcurso,Fecha de constitución13-9-2001,Fecha último cambio22-6-2025,"Plaza vicente roda, 194, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/L3M-CONSTRUCCION-URBANISMO-SERVICIOS.html
Puriplast Iberica Sa,Objeto socialFabricación de laminado.,CIFA46041570,Forma jurídicaSociedad anónima,"22.29 / Fabricación de otros productos de plástico. Otras actividades: 22.21 / Fabricación de placas, hojas, tubos y perfiles de plástico, 32.99 / Otras industrias manufactureras",Actividad CNAE2229 - Fabricación de otros productos de plástico,SectorIndustria,Estado de la empresaViva,Fecha de constitución3-6-1968,Fecha último cambio13-7-2025,"Carretera madrid, km 311, chiva, 46370, valencia",962524100,,puriplast@puriplast.com,https://empresite.eleconomista.es/PURIPLAST-IBERICA.html
Fenech Sa,"Objeto socialToda clase de obras y construcciones sean de naturaleza publica o privada asi como su explotacion por compraventa y arriendo, prestar servicios de cafe bar y restaurante.",CIFA46283768,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaIlocalizable,Fecha de constitución11-10-1985,Fecha último cambio1-9-2024,"Calle padre damian, 9, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/FENECH.html
Capricho Del Buen Comer Sociedad Limitada.,Objeto socialLa sociedad tiene por objeto la explotacion de la actividad de hosteleria y restauracion.,CIFB97163810,Forma jurídicaSociedad limitada,Restaurantes y puestos de comida. CNAE. 5610,Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaCierre de hoja registral,Fecha de constitución19-2-2002,,"Carretera madrid, ub olimar restaur, chiva, 46370, valencia",961805088,,,https://empresite.eleconomista.es/CAPRICHO-BUEN-COMER.html
Hierros Chiva Sl,Objeto socialTransformacion de terrenos y las explotaciones agricolas.,CIFB46617205,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE2511 - Fabricación de estructuras metálicas y sus componentes,SectorIndustria,Estado de la empresaViva,Fecha de constitución22-3-1989,Fecha último cambio6-7-2025,"Poligono industrial la pahilla, 167, chiva, 46370, valencia",962522126,,hierroschiva@gmail.com,https://empresite.eleconomista.es/HIERROS-CHIVA.html
Lucarfersa Sl,"Objeto socialOperaciones de derribo y demoliciones de toda clase de obras y edificaciones, todo tipo de movimientos de tierra, excavaciones, alquiler de maquinaria industrial y transporte de mercancias por carretera.",CIFB96187414,Forma jurídicaSociedad limitada unipersonal,Actividades relacionadas,Actividad CNAE4312 - Preparación de terrenos,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución21-7-1993,,"Calle incolla, 181 - cruce canada perales 1, chiva, 46370, valencia",962521313,,,https://empresite.eleconomista.es/LUCARFERSA.html
Porcelanas De Levante Siglo Xxi Sl.,"Objeto social1. la realizacion de obras de reforma y decoracion de viviendas, locales y edificaciones en general, incluida pintura y fontaneria",CIFB82699059,Forma jurídicaSociedad limitada unipersonal,Actividades relacionadas,Actividad CNAE2341 - Fabricación de artículos cerámicos de uso doméstico y ornamental,SectorIndustria,Estado de la empresaViva,Fecha de constitución11-7-2000,Fecha último cambio23-2-2025,"Carretera a-3, chiva, 46370, valencia",962522258,,fiscal@lawell.es,https://empresite.eleconomista.es/AHIDAR-S.html
Moteles Valencianos Sa,Objeto socialExplotación y gestión de hotel de 3 estrellas y restaurante.,CIFA46043501,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE5510 - Hoteles y alojamientos similares,SectorHostelería,Estado de la empresaViva,Fecha de constitución31-12-1968,Fecha último cambio22-6-2025,"Urbanizacion atalaya de levante, km 334, chiva, 46370, valencia",961805400,,reservas@hotel-lacarreta.com,https://empresite.eleconomista.es/MOTELES-VALENCIANOS.html
Andreu World Design Sociedad Anonima.,Objeto socialComercio al por mayor de sillas y mesas a empresas.,CIFA46258596,Forma jurídicaSociedad anónima unipersonal,Actividades relacionadas,Actividad CNAE7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución9-2-1985,Fecha último cambio14-9-2025,"Calle los sauces, 7, chiva, 46370, valencia",961805700,,aworld@andreuworld.com,https://empresite.eleconomista.es/ANDREU-WORLD.html
Holding Andreu World Sa,"Objeto socialArticulo 3º. el objeto social consiste en la inversión mobiliaria, en virtud de la cual podrá adquirir y enajenar acciones, obligaciones y, en general, toda clase de valores mobiliarios, así como participar en otras sociedades de objeto análogo, e incluso administrar inversiones de terceros a travé.",CIFA46558508,Forma jurídicaSociedad anónima,"Otras actividades de apoyo a las empresas. Otras actividades: Relaciones públicas y comunicación, Agencias de publicidad",Actividad CNAE8299 - Otras actividades de apoyo a las empresas n.c.o.p.,SectorServicios empresariales,Estado de la empresaViva,Fecha de constitución23-5-1988,Fecha último cambio23-2-2025,"Calle los sauces, 7, chiva, 46370, valencia",961805700,,,https://empresite.eleconomista.es/HOLDING-ANDREU-WORLD.html
"Cherubino Valsangiacomo, Sa","Objeto socialElaboración, crianza y almacenamiento de vinos.",CIFA46005484,Forma jurídicaSociedad anónima,Actividades relacionadas,Actividad CNAE1102 - Elaboración de vinos,SectorIndustria,Estado de la empresaViva,Fecha de constitución9-1-1941,Fecha último cambio15-9-2024,"Carretera cv-50 cheste a godelleta, chiva, 46370, valencia",962510451,,cherubino.valsangiacomo@cherubino.es,https://empresite.eleconomista.es/CHERUBINO-VALSANGIACOMO.html
Pet Compañia Para Su Reciclado Sa,Objeto socialTransformación de plástico pet en escamas para su venta,CIFA96838032,Forma jurídicaSociedad anónima unipersonal,Actividades relacionadas,Actividad CNAE3832 - Valorización de materiales ya clasificados,SectorEnergía,Estado de la empresaViva,Fecha de constitución18-5-1999,Fecha último cambio13-7-2025,"Calle el blanquizar, parc. 44, chiva, 46370, valencia",962524148,,petcia@petcia.es,https://empresite.eleconomista.es/PET-COMPANIA-PARA-SU-RECICLADO.html
Compañia Internacional De Manufacturas Plasticas Sa,"Objeto socialExtrusion, confeccion impresion, coloracion, transformacion y compraventa de toda clase de materias plasticas, productos auxiliares y maquinas destinadas a la industria del embalaje y productos para envasar.",CIFA46020160,Forma jurídicaSociedad anónima,"22.29 / Fabricación de otros productos de plástico. Otras actividades: 22.21 / Fabricación de placas, hojas, tubos y perfiles de plástico, 32.99 / Otras industrias manufactureras",Actividad CNAE2229 - Fabricación de otros productos de plástico,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución1-8-1962,,"Calle peñas albas, parc. 1 y 2, chiva, 46370, valencia",,,interplastica@interplastica.es,https://empresite.eleconomista.es/COMPANIA-INTERNACIONAL-MANUFACTURAS-PLASTICAS.html
Herculano Negocios Sa,"a) la fabricacion, comercio e intermediacion de productos quimicos y sinteticos, plasticos, pasta papelera, papel, carton, envases, bolsas, rotulos, material topografico y servicios de reve",CIFA98087026,Forma jurídicaSociedad anónima,"Otras actividades de apoyo a las empresas. Otras actividades: Relaciones públicas y comunicación, Agencias de publicidad",Actividad CNAE8299 - Otras actividades de apoyo a las empresas n.c.o.p.,SectorServicios empresariales,Estado de la empresaCierre de hoja registral,Fecha de constitución21-11-2008,,"Carretera madrid, chiva, 46370, valencia",962522546,,,https://empresite.eleconomista.es/HERCULANO-NEGOCIOS.html
Epa Limpiezas Sociedad Limitada.,"Objeto socialLos servicios de limpieza de interiores, edificios, oficinas, establecimientos comerciales, residencias, centros sanitarios y establecimientos industriales los servicios especializados de limpieza de suelos, cristales, c",CIFB97049860,Forma jurídicaSociedad limitada,"Actividades de agentes de seguro exclusivos, sometiéndose a la legislación específica de mediadores en seguro privados, servicios inmobiliarios, asesoramiento empresarial y jurídico, asesoramiento en propiedad industrial, la intervención en la solicitud, gestión y tramite de expedientes de patent.",Actividad CNAE8121 - Limpieza general de edificios,SectorServicios empresariales,Estado de la empresaCierre de hoja registral,Fecha de constitución29-5-2001,,"Avenida doctor corachan, 18 - 12, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/EPA-LIMPIEZAS.html
Ruben Hermelinda Moises Sl,Objeto socialPrestacion del servicio de restaurante de categoria minima.,CIFB96552245,Forma jurídicaSociedad limitada,Restaurantes y puestos de comida. CNAE. 5610,Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaViva,Fecha de constitución5-11-1996,Fecha último cambio31-8-2025,"Calle incolla, chiva, 46370, valencia",962522732,,,https://empresite.eleconomista.es/RUBEN-HERMELINDA-MOISES.html
Remuva Sl,"Objeto socialLa compraventa y el arrendamiento no financiero de todo tipo de bienes inmuebles, rusticos o urbanos excluyendo las operaciones propias de los agentes de la propiedad inmobiliaria",CIFB96231113,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6810 - Compraventa de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución7-1-1994,,"Poligono industrial la pahilla, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/REMUVA.html
Certi Global Sl.,"la promocion y compraventa de toda clase de suelo urbano, cualquiera que sea su calificacion y destino urbanistico, asi como su parcelacion y urbanizacion. la compraventa de terrenos rustic",CIFB97826465,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE6820 - Alquiler de bienes inmobiliarios por cuenta propia,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución31-1-2007,Fecha último cambio17-8-2025,"Calle las acacias, 1, chiva, 46370, valencia",962521814,,info@sanifruit.com,https://empresite.eleconomista.es/ALDAMAR-SOLAR.html
Ibañez Creacion Sl,Objeto socialFabricacion por encargo de articulos de carpinteria metalica.,CIFB96370721,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4339 - Otras actividades de acabado de edificios,SectorConstrucción y actividades inmobiliarias,Estado de la empresaIlocalizable,Fecha de constitución13-2-1995,Fecha último cambio31-8-2025,"Calle collao, 234, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/IBANEZ-CREACION.html
Unidad De Construccion Y Arrendamiento Mc Sociedad Limitada.,"Objeto socialCompra, venta, tenencia, arrendamiento no financiero, y cualquier forma de explotacion de bienes inmuebles.",CIFB96589163,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4110 - Promoción inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución20-12-1996,,"Urbanizacion el bosque, 116 - par, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/UNIDAD-CONSTRUCCION-ARRENDAMIENTO-MC.html
Electro Hogar Chiva Sl,Objeto socialComercio al por menor de articulos para el equipamiento del hogar y la construccion.,CIFB96163571,Forma jurídicaSociedad limitada,"CNAE 4791. Comercio al por menor por correspondencia o internet. OTRAS ACTIVIDADES: CNAE 4619. Intermediarios del comercio de productos diversos. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el pro","Actividad CNAE4759 - Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",SectorComercio,Estado de la empresaViva,Fecha de constitución30-6-1993,Fecha último cambio31-8-2025,"Avenida maestro garcia navarro, 6 - bj, chiva, 46370, valencia",962520505,,tien21sergio@gmail.com,https://empresite.eleconomista.es/ELECTRO-HOGAR-CHIVA.html
Jose Vicente Vidal Lahuerta Sl,"Objeto socialFabricacion, reparacion y venta mayor y menor de articulos de carpinteria metalica, artistica, agricola, cerrajeria y de construccion. transporte de mercancias por carretera.",CIFB96225248,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE2572 - Fabricación de cerraduras y herrajes,SectorIndustria,Estado de la empresaCierre de hoja registral,Fecha de constitución27-4-1994,Fecha último cambio3-8-2025,"Avenida ramon y cajal, 24, chiva, 46370, valencia",962520392,,,https://empresite.eleconomista.es/JOSE-VICENTE-VIDAL-LAHUERTA.html
Rafael Gil Telecomunicaciones Sl,Objeto socialLa venta de aparatos electronicos. en especial telefonos moviles y altas telefonicas asi como la venta de elementos auxiliares de los mismos.,CIFB96878194,Forma jurídicaSociedad limitada unipersonal,47.42 / Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,Actividad CNAE4742 - Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución1-7-1999,,"Calle doctor nacher, 14, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/RAFAEL-GIL-TELECOMUNICACIONES.html
Silar Fontaneros Sl,"Objeto socialLas obras de construccion y reparacion de edificios, las instalaciones electricas, de fontaneria, frio, calor y el comercio de materiales de construccion y electrodomesticos.",CIFB96547575,Forma jurídicaSociedad limitada,Actividades relacionadas,"Actividad CNAE4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución15-7-1996,Fecha último cambio24-8-2025,"Avenida ramon y cajal, 58 - bj, chiva, 46370, valencia",962521146,,silarfoncalgas@hotmail.com,https://empresite.eleconomista.es/SILAR-FONTANEROS.html
Calpe Dga Sociedad Limitada,Objeto socialCompra venta de toda clase de maquinaria industrial.,CIFB96664909,Forma jurídicaSociedad limitada,"46.62/ Comercio al por mayor de máquinas herramienta. Otras actividades: 77.31/ Alquiler de maquinaria y equpo de uso agrícola, 68.32/ Gestión y administración de la propiedad inmobiliaria, 41.10/ Promoción Inmobiliaria, 68.31/ Agentes de la propiedad inmobiliaria, 68.10/ Compra",Actividad CNAE4662 - Comercio al por mayor de máquinas herramienta,SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución15-9-1997,,"Urbanizacion olimar, 290, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/CALPE-DGA.html
Inversiones Fernando Boluda Sociedad Limitada.,"cafeterías, bares, restaurantes, catering, servicio de comidas y cualquier otro negocio relacionado. asesoría y gestión de actividades de restauración. elaboración de informes, estudios y planes de",CIFB98793532,Forma jurídicaSociedad limitada unipersonal,Restaurantes y puestos de comida. CNAE. 5610,Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaCierre de hoja registral,Fecha de constitución27-1-2016,,"Urbanizacion el bosque, 22 - par 378, vivienda c, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/INVERSIONES-FERNANDO-BOLUDA.html
Movimientos Garcia Sl,"Objeto socialLa sociedad tendra por objeto las operaciones de derribo y demoliciones de toda clase de obras y edificaciones de toda clase de obras y edificaciones, asi como todo tipo de movimientos de tierra, excavaciones, alquiler d",CIFB98116114,Forma jurídicaSociedad limitada unipersonal,Actividades relacionadas,Actividad CNAE4312 - Preparación de terrenos,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución26-2-2009,,"Calle jazmines, 4, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/MOVIMIENTOS-GARCIA.html
Valencia Oeste Sl.,"Objeto socialLa promocion de negocios inmobiliarios y el estudio y planificacion de proyectos en general y en particular los que versen sobre adquisicion, venta, construccion, arrendamiento no financiero y explotacion de bienes.",CIFB96098579,Forma jurídicaSociedad limitada,"Actividadconstrucción completa, reparacion, conservacion de edificaciones",Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución19-11-1992,Fecha último cambio2-3-2025,"Urbanizacion carambolo, par 136, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/VALENCIA-OESTE.html
Auxiliares Del Mueble Jmc 2007 S.l.,"Objeto socialLa fabricacion, tratamiento, distribucion, comercializacion y compraventa de chapas de madera y mobiliario de todo tipo asi como la realizacion de actividades anexas a la industria del mueble.",CIFB98029077,Forma jurídicaSociedad limitada,Actividades relacionadas,"Actividad CNAE4647 - Comercio al por mayor de muebles, alfombras y aparatos de iluminación",SectorComercio,Estado de la empresaCierre de hoja registral,Fecha de constitución4-6-2008,,"Calle olivera, 1 - cr cv 50 cheste a godelleta-pol 27, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/AUXILIARES-MUEBLE-JMC-2007.html
Toptrans 92 Sl.,"Objeto socialTransportes de mercancías por carretera, cnae 4941. -depósito y almacenamiento. -actividades auxiliares y complementarias del transporte. -otras actividades anexas al transporte",CIFB98703465,Forma jurídicaSociedad limitada unipersonal,ActividadTransporte mercancías por carretera,Actividad CNAE4941 - Transporte de mercancías por carretera,SectorTransportes,Estado de la empresaViva,Fecha de constitución10-2-2015,Fecha último cambio14-9-2025,"Calle doctor bernat, 55 - b, chiva, 46370, valencia",,,toptrans92@gmail.com,https://empresite.eleconomista.es/TOPTRANS-92.html
Piratecomponents Sociedad Limitada.,"Objeto socialConstruccion, rehabilitacion, compra-venta y gestion por cuenta propia o ajena de todo tipo de bienes inmuebles de naturaleza rustica o urbana. pequenos trabajos de albanileria, ignifugacion, limpieza, mantenimiento de c",CIFB98082761,Forma jurídicaSociedad limitada,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en Mercadillos, concretamente de productos de celebración de cumpleaños u otro evento festivo. CNAE: 4799. Otras actividades: Comercio al por menor de juegos y juguetes en establecimiento","Actividad CNAE4799 - Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",SectorComercio,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución3-11-2008,,"Calle puerto navacerrada, 820 - piso 5, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/ESPACIO-PRIME-SUPPORT.html
Cst Construccion Ingenieria & Gestion Sociedad Limitada.,"Objeto socialLa compraventa e intermediación de toda clase de fincas rústicas y urbanas, la promoción, construcción, adquisición, enajenación, parcelación, urbanización y explotación sobre las mismas de toda clase de edificaciones sea cual sea su función así como su rehabilitación, venta o arrendamiento no finan",CIFB40638116,Forma jurídicaSociedad limitada,ActividadConstrucción de edificios residenciales,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución23-1-2020,Fecha último cambio19-10-2025,"Calle campo de futbol, 6, chiva, 46370, valencia",,,administracion@cstconstruccion.com,https://empresite.eleconomista.es/CST-CONSTRUCCION-INGENIERIA-GESTION.html
Asesoramiento Y Gestion Onerom Sl,Objeto socialLa representacion comercial de empresarios y empresas.,CIFB98036379,Forma jurídicaSociedad limitada,"CNAE 4619. Intermediarios del comercio de productos diversos. Si alguna de las actividades elegidas fuera de carácter profesional, la sociedad la ejercerá como mera intermediadora entre el profesional prestador del servicio y el consumidor. Quedan excluidas todas aquellas activi",Actividad CNAE4619 - Intermediarios del comercio de productos diversos,SectorComercio,Estado de la empresaIncumplimiento de la obligación de depósito de cuentas,Fecha de constitución4-6-2008,,"Urbanizacion el bosque, 120 - a par, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/ASESORAMIENTO-GESTION-ONEROM.html
Negoaital Sociedad Limitada.,"Objeto socialLa compraventa, arrendamiento no financiero y explotación de toda clase de bienes inmuebles, tales como solares, terrenos, edificios constituidos o no en régimen de propiedad horizontal, locales, viviendas, fincas rústicas y demás análogos. código cnae 6832. gestión y administración de la propiedad",CIFB19810217,Forma jurídicaSociedad limitada,ActividadServicios relativos a la propiedad inmobiliaria y a la propiedad industrial,Actividad CNAE6832 - Gestión y administración de la propiedad inmobiliaria,SectorConstrucción y actividades inmobiliarias,Estado de la empresaViva,Fecha de constitución22-7-2024,Fecha último cambio14-9-2025,"Calle juan jose tomas segarra, 9 - 5, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/NEGOAITAL.html
Indigastro Sociedad Limitada.,"la prestación de servicios de hostelería, restauración, cafetería, bares, catering, así como la compra-venta de productos alimenticios y bebidas de toda clase con o sin establecimiento. la explotación propia, en alquiler o subalquiler de negocios hosteleros. la prestaci",CIFB72765738,Forma jurídicaSociedad limitada unipersonal,Restaurantes y puestos de comida. CNAE. 5610,Actividad CNAE5610 - Restaurantes y puestos de comidas,SectorHostelería,Estado de la empresaViva,Fecha de constitución5-12-2022,Fecha último cambio11-8-2024,"Paseo maestro serrano, 73, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/INDIGASTRO.html
Construcciones Y Reformas Talon Sociedad Limitada,"Objeto social1.-adquisicion, construccion, reformas, conservacion, direccion, administracion, promocion, enajenacion y explotacion de toda clase de bienes inmuebles, terrenos, construcciones, edificaciones, urbanizaciones y asi como",CIFB98036601,Forma jurídicaSociedad limitada,Actividades relacionadas,Actividad CNAE4121 - Construcción de edificios residenciales,SectorConstrucción y actividades inmobiliarias,Estado de la empresaCierre de hoja registral,Fecha de constitución27-5-2008,,"Avenida doctor corachan, 16 - 1 2, chiva, 46370, valencia",161246370,,,https://empresite.eleconomista.es/CONSTRUCCIONES-REFORMAS-TALON.html
Bemar1980 Sl.,"a) principalmente: la organización de toda clase de eventos deportivos y otros espectáculos artísticos y la explotación de los mismos. código c.n.a.e. de la actividad principal: 9319 (otras actividades deportivas). b) pudiendo dedicarse, ademá",CIFB19870658,Forma jurídicaSociedad limitada unipersonal,ActividadEscuelas y servicios de perfeccion.deporte,Actividad CNAE9319 - Otras actividades deportivas,SectorOtros servicios,Estado de la empresaViva,Fecha de constitución22-7-2024,Fecha último cambio10-8-2025,"Calle los cipreses, 16, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/BEMAR1980.html
Agraria Chiva Sociedad Limitada.,"Objeto socialEl cultivo, la producción, la comercialización y distribución de todo tipo de productos agrícolas, como frutas, verduras, hortalizas, y cereales, entre otros. la realización de todo tipo de trabajos y servicios agrícolas para terceros. la intermediación en la compraventa de productos y servicios agr",CIFB19747260,Forma jurídicaSociedad limitada unipersonal,ActividadCultivo hortalizas especialidades de horticulturas y productos de vivero,"Actividad CNAE0113 - Cultivo de hortalizas, raíces y tubérculos",SectorAgricultura,Estado de la empresaViva,Fecha de constitución22-7-2024,Fecha último cambio14-9-2025,"Calle pintor sorolla, 5 - 9, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/AGRARIA-CHIVA.html
Lean Investments 21 Sociedad Limitada.,"Objeto socialActividades de las sociedades holding. compraventa, adquisición, tenencia, y enajenación de valores mobiliarios y de participaciones sociales o acciones en el capital social de cualquier tipo de sociedades. respetando, en todo, la normativa de la ley del mercado de valores y la ley de entidades cole",CIFB06865646,Forma jurídicaSociedad limitada unipersonal,ActividadSociedades de cartera (holdings),Actividad CNAE6420 - Actividades de las sociedades holding,SectorIntermediación financiera,Estado de la empresaViva,Fecha de constitución25-6-2021,Fecha último cambio27-8-2023,"Urbanizacion el bosque, chiva, 46370, valencia",,,,https://empresite.eleconomista.es/LEAN-INVESTMENTS-21.html
